Date,Player_1,Player_2,player_1_wins,Rank_1,Rank_2,rank_diff,rank_ratio,log_rank_diff,Surface_Clay,Surface_Grass,Surface_Hard,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,Series_ATP500,Series_Grand Slam,Series_International,Series_International Gold,Series_Masters,Series_Masters 1000,Series_Masters Cup,Court_Outdoor,Best of_5
2009-09-23,Korolev E.,Istomin D.,1,73,100,-27,0.73,-0.3110554236370895,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-23,Mathieu P.H.,Gicquel M.,1,27,69,-42,0.391304347826087,-0.9162907318741556,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-23,Phau B.,Kohlschreiber P.,0,82,23,59,3.5652173913043477,1.2407867774486525,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-24,Cuevas P.,Luczak P.,1,59,70,-11,0.8428571428571429,-0.16833531481921504,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-24,Gonzalez M.,Hernandez O.,1,67,76,-9,0.881578947368421,-0.12429771667757716,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-24,Koellerer D.,Greul S.,0,57,68,-11,0.8382352941176471,-0.17366349405084058,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-24,Riba P.,Monaco J.,0,157,37,120,4.243243243243243,1.4250088733005812,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-24,Gasquet R.,Rochus C.,1,47,88,-41,0.5340909090909091,-0.6174353588242485,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-24,Grosjean S.,Monfils G.,0,1147,13,1134,88.23076923076923,4.4067192472642525,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-24,Ljubicic I.,Tipsarevic J.,0,46,55,-9,0.8363636363636363,-0.17520408902509121,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-24,Petzschner P.,Llodra M.,1,35,134,-99,0.26119402985074625,-1.3217558399823197,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-25,Gonzalez M.,Greul S.,0,67,68,-1,0.9852941176470589,-0.01459879942115272,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-25,Monaco J.,Cuevas P.,1,37,59,-22,0.6271186440677966,-0.45675840249571475,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-25,Montanes A.,Fognini F.,1,53,87,-34,0.6091954022988506,-0.48835276791393234,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-25,Ramirez-Hidalgo R.,Ventura S.,0,125,112,13,1.1160714285714286,0.10889408823913715,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2009-09-25,Beck A.,Mathieu P.H.,0,44,27,17,1.6296296296296295,0.4744579795951158,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-25,Kohlschreiber P.,Korolev E.,1,23,73,-50,0.3150684931506849,-1.1260112628562244,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-25,Petzschner P.,Gasquet R.,0,35,47,-12,0.7446808510638298,-0.28768207245178123,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-26,Greul S.,Monaco J.,0,68,37,31,1.837837837837838,0.596520344870874,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2009-09-26,Montanes A.,Ventura S.,1,53,112,-59,0.4732142857142857,-0.7384037721480663,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2009-09-26,Gasquet R.,Monfils G.,0,47,13,34,3.6153846153846154,1.2321436812926327,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-09-26,Kohlschreiber P.,Mathieu P.H.,1,23,27,-4,0.8518518518518519,-0.15415067982725805,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-09-27,Montanes A.,Monaco J.,1,53,37,16,1.4324324324324325,0.35139788683788886,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2009-09-28,Baghdatis M.,Lu Y.H.,1,101,75,26,1.3466666666666667,0.2942394729979396,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-28,Evans B.,Yani M.,1,129,208,-79,0.6201923076923077,-0.47479980150922874,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-28,Golubev A.,Dent T.,0,67,120,-53,0.5583333333333333,-0.5762828404206344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-28,Garcia-Lopez G.,Bellucci T.,0,54,61,-7,0.8852459016393442,-0.1198011998126205,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-28,Isner J.,Wachiramanowong K.,1,48,585,-537,0.08205128205128205,-2.4814994914663857,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Monfils G.,Kohlschreiber P.,1,13,23,-10,0.5652173913043478,-0.5389965007326873,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2009-09-29,Beck K.,Kukushkin M.,1,85,162,-77,0.5246913580246914,-0.639402904553255,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Bopanna R.,Acasuso J.,1,447,51,396,8.764705882352942,2.1535495138335574,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Ferrer D.,Youzhny M.,0,19,52,-33,0.36538461538461536,-0.9745596399981311,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Johansson J.,Hewitt L.,1,446,26,420,17.153846153846153,2.80672172860924,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Kunitsyn I.,Berdych T.,0,46,16,30,2.875,1.0169342576538423,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Lopez F.,Vassallo-Arguello M.,0,34,49,-15,0.6938775510204082,-0.35667494393873245,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Becker B.,Ilhan M.,0,40,174,-134,0.22988505747126436,-1.4512139072192065,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Chiudinelli M.,Mayer F.,1,116,93,23,1.2473118279569892,0.21887915252775247,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Ginepri R.,Udomchoke D.,1,71,142,-71,0.5,-0.6861785112438517,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Gulbis E.,Devvarman S.,1,99,133,-34,0.7443609022556391,-0.2926696139628193,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Melzer J.,Daniel M.,1,44,90,-46,0.4888888888888889,-0.7041970167465301,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Petzschner P.,Safin M.,0,36,58,-22,0.6206896551724138,-0.46661953126149536,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Roger-Vasselin E.,Beck A.,0,149,42,107,3.5476190476190474,1.2494351784026931,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-29,Santoro F.,Korolev E.,0,39,66,-27,0.5909090909090909,-0.5158131652770295,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Crivoi V.,Gasquet R.,0,108,47,61,2.297872340425532,0.8201468713212523,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Monfils G.,Istomin D.,1,13,94,-81,0.13829787234042554,-1.9148195619852824,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Rochus C.,Greul S.,0,84,64,20,1.3125,0.26826398659467987,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Davydenko N.,Dent T.,1,8,120,-112,0.06666666666666667,-2.5985659682605218,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Evans B.,Soderling R.,0,129,11,118,11.727272727272727,2.382627800667582,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Youzhny M.,Baghdatis M.,1,52,101,-49,0.5148514851485149,-0.6546808997321487,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Schuettler R.,Kim K.,0,95,105,-10,0.9047619047619048,-0.09909090264423082,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Zverev M.,Mayer L.,1,50,62,-12,0.8064516129032258,-0.21130909366720685,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Ilhan M.,Melzer J.,0,174,44,130,3.9545454545454546,1.3581234841531948,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-09-30,Troicki V.,Bellucci T.,1,32,61,-29,0.5245901639344263,-0.6306268235786114,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Beck K.,Verdasco F.,0,85,9,76,9.444444444444445,2.1517622032594614,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Gonzalez F.,Bopanna R.,1,12,447,-435,0.026845637583892617,-3.539843874953448,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Greul S.,Berdych T.,0,64,16,48,4.0,1.3411739258394206,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Johansson J.,Gasquet R.,0,446,47,399,9.48936170212766,2.231357583705678,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Monfils G.,Vassallo-Arguello M.,1,13,49,-36,0.2653061224489796,-1.2729656758128876,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Chiudinelli M.,Safin M.,1,116,58,58,2.0,0.6846364908920366,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Gulbis E.,Tsonga J.W.,0,99,7,92,14.142857142857142,2.525728644308256,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Isner J.,Zverev M.,1,48,50,-2,0.96,-0.04000533461369926,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Kim K.,Simon G.,0,105,10,95,10.5,2.2655438213136962,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Korolev E.,Ginepri R.,1,66,71,-5,0.9295774647887324,-0.07197349962508959,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-01,Young D.,Beck A.,0,156,42,114,3.7142857142857144,1.2950456896547453,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Gasquet R.,Verdasco F.,0,47,9,38,5.222222222222222,1.5686159179138452,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Gonzalez F.,Youzhny M.,1,12,52,-40,0.23076923076923078,-1.4053425560905852,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Monfils G.,Davydenko N.,0,13,8,5,1.625,0.44183275227903884,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Soderling R.,Berdych T.,1,11,16,-5,0.6875,-0.3483066942682158,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Beck A.,Melzer J.,0,42,44,-2,0.9545454545454546,-0.04546237407675724,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Chiudinelli M.,Tsonga J.W.,0,116,7,109,16.571428571428573,2.6827323931179206,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Simon G.,Korolev E.,1,10,66,-56,0.15151515151515152,-1.806797346592595,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-02,Troicki V.,Isner J.,1,32,48,-16,0.6666666666666666,-0.39531273664414623,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2009-10-03,Davydenko N.,Soderling R.,1,8,11,-3,0.7272727272727273,-0.2876820724517808,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-10-03,Gonzalez F.,Verdasco F.,0,12,9,3,1.3333333333333333,0.26236426446749084,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-10-03,Melzer J.,Simon G.,0,44,10,34,4.4,1.408767216971949,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-10-03,Troicki V.,Tsonga J.W.,1,32,7,25,4.571428571428571,1.4170660197866445,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009-10-04,Davydenko N.,Verdasco F.,1,8,9,-1,0.8888888888888888,-0.10536051565782634,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2009-10-04,Troicki V.,Simon G.,0,32,10,22,3.2,1.0986122886681096,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2009-10-05,Andreev I.,Cilic M.,0,41,15,26,2.7333333333333334,0.9650808960435873,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Daniel M.,Benneteau J.,0,86,35,51,2.4571428571428573,0.8823891801984738,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Djokovic N.,Hanescu V.,1,4,27,-23,0.14814814814814814,-1.7227665977411035,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Ferrero J.C.,Almagro N.,1,20,29,-9,0.6896551724137931,-0.35667494393873245,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Karlovic I.,Kohlschreiber P.,0,30,22,8,1.3636363636363635,0.2984929885559966,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Robredo T.,Becker B.,1,17,38,-21,0.4473684210526316,-0.7731898882334818,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Chiudinelli M.,Sela D.,1,100,44,56,2.272727272727273,0.80845802707094,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Greul S.,Vassallo-Arguello M.,1,71,47,24,1.5106382978723405,0.40546510810816416,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Ilhan M.,Monfils G.,0,160,13,147,12.307692307692308,2.4423470353692047,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-05,Isner J.,Wawrinka S.,0,43,23,20,1.8695652173913044,0.6061358035703153,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Acasuso J.,Safin M.,0,51,59,-8,0.864406779661017,-0.14310084364067288,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Baghdatis M.,Nadal R.,0,90,2,88,45.0,3.4122472178487397,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Blake J.,Mayer F.,1,24,85,-61,0.2823529411764706,-1.2354714713853068,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Davydenko N.,Kunitsyn I.,1,8,46,-38,0.17391304347826086,-1.6529230243738389,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Ferrer D.,Gonzalez F.,0,19,12,7,1.5833333333333333,0.4307829160924541,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Fognini F.,Troicki V.,0,74,28,46,2.642857142857143,0.950192283549836,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Ginepri R.,Verdasco F.,0,67,9,58,7.444444444444445,1.916922612182061,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Kubot L.,Roddick A.,1,143,6,137,23.833333333333332,3.0239031505206873,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Ljubicic I.,Mathieu P.H.,1,45,34,11,1.3235294117647058,0.27329333499968156,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Soderling R.,Chardy J.,1,11,32,-21,0.34375,-1.0116009116784799,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Del Potro J.M.,Roger-Vasselin E.,0,5,189,-184,0.026455026455026454,-3.455264602932431,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Golubev A.,Santoro F.,0,69,42,27,1.6428571428571428,0.48729512635579697,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Hewitt L.,Ito T.,1,26,237,-211,0.10970464135021098,-2.176433807667146,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Melzer J.,Mayer L.,1,39,63,-24,0.6190476190476191,-0.47000362924573524,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Simon G.,Suzuki T.,1,10,355,-345,0.028169014084507043,-3.4770354580536598,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-06,Soeda G.,Berdych T.,0,176,21,155,8.380952380952381,2.0851072792155128,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Benneteau J.,Cilic M.,0,35,15,20,2.3333333333333335,0.8109302162163288,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Davydenko N.,Kohlschreiber P.,1,8,22,-14,0.36363636363636365,-0.9382696385929301,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Djokovic N.,Troicki V.,1,4,28,-24,0.14285714285714285,-1.7578579175523739,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Ferrero J.C.,Verdasco F.,0,20,9,11,2.2222222222222223,0.7419373447293771,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Gulbis E.,Stepanek R.,1,98,16,82,6.125,1.7619065060783736,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Petzschner P.,Gasquet R.,0,36,53,-17,0.6792452830188679,-0.3780661339200502,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Schuettler R.,Beck A.,0,99,40,59,2.475,0.8915981192837839,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Tsonga J.W.,Zverev M.,1,7,48,-41,0.14583333333333334,-1.8123787564307907,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Youzhny M.,Bellucci T.,1,49,56,-7,0.875,-0.1310282624064043,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Greul S.,Wawrinka S.,0,71,23,48,3.0869565217391304,1.0986122886681096,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-07,Monfils G.,Chiudinelli M.,1,13,100,-87,0.13,-1.9760631872260013,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Gonzalez F.,Safin M.,0,12,59,-47,0.2033898305084746,-1.5293952047605637,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Kubot L.,Ljubicic I.,0,143,45,98,3.1777777777777776,1.1411719030869056,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Nadal R.,Blake J.,1,2,24,-22,0.08333333333333333,-2.120263536200091,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Soderling R.,Robredo T.,1,11,17,-6,0.6470588235294118,-0.40546510810816416,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Beck A.,Berdych T.,0,40,21,19,1.9047619047619047,0.6225296133459919,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Roger-Vasselin E.,Melzer J.,1,189,39,150,4.846153846153846,1.55814461804655,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Santoro F.,Hewitt L.,0,42,26,16,1.6153846153846154,0.46536324968923326,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Simon G.,Youzhny M.,0,10,49,-39,0.20408163265306123,-1.5141277326297753,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-08,Tsonga J.W.,Gasquet R.,1,7,53,-46,0.1320754716981132,-1.9095425048844388,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Davydenko N.,Cilic M.,0,8,15,-7,0.5333333333333333,-0.5753641449035616,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Djokovic N.,Verdasco F.,1,4,9,-5,0.4444444444444444,-0.6931471805599456,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Ljubicic I.,Soderling R.,0,45,11,34,4.090909090909091,1.3437347467010947,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Nadal R.,Safin M.,1,2,59,-57,0.03389830508474576,-2.9957322735539904,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Berdych T.,Youzhny M.,0,21,49,-28,0.42857142857142855,-0.8209805520698299,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Hewitt L.,Roger-Vasselin E.,1,26,189,-163,0.13756613756613756,-1.951187206156157,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Tsonga J.W.,Gulbis E.,1,7,98,-91,0.07142857142857142,-2.515678308454754,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-09,Wawrinka S.,Monfils G.,0,23,13,10,1.7692307692307692,0.5389965007326873,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2009-10-10,Cilic M.,Nadal R.,1,15,2,13,7.5,1.6739764335716714,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2009-10-10,Soderling R.,Djokovic N.,0,11,4,7,2.75,0.8754687373539001,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2009-10-10,Monfils G.,Tsonga J.W.,0,13,7,6,1.8571428571428572,0.5596157879354227,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2009-10-10,Youzhny M.,Hewitt L.,1,49,26,23,1.8846153846153846,0.6161861394238168,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2009-10-11,Cilic M.,Djokovic N.,0,15,4,11,3.75,1.1631508098056809,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2009-10-11,Tsonga J.W.,Youzhny M.,1,7,49,-42,0.14285714285714285,-1.8325814637483102,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2009-10-11,Andreev I.,Kunitsyn I.,0,40,116,-76,0.3448275862068966,-1.0486018680934484,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-11,Lopez F.,Garcia-Lopez G.,1,41,51,-10,0.803921568627451,-0.21357410029805912,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-11,Sela D.,Zeng S.X.,0,44,393,-349,0.11195928753180662,-2.1696884195276143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Bellucci T.,Chiudinelli M.,1,53,83,-30,0.6385542168674698,-0.44183275227903884,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Ferrero J.C.,Stepanek R.,0,21,16,5,1.3125,0.2578291093020999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Gasquet R.,Ferrer D.,0,57,19,38,3.0,1.0647107369924282,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Gulbis E.,Fognini F.,0,80,66,14,1.2121212121212122,0.1897565352814734,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Karlovic I.,Blake J.,0,30,26,4,1.1538461538461537,0.13815033848081715,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Petzschner P.,Mayer F.,0,78,79,-1,0.9873417721518988,-0.012578782206859707,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Robredo T.,Llodra M.,1,15,129,-114,0.11627906976744186,-2.094945728215801,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Safin M.,Gong M.X.,1,86,541,-455,0.1589648798521257,-1.8293578827850627,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Schuettler R.,Vassallo-Arguello M.,1,99,52,47,1.9038461538461537,0.6348782724359698,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-12,Wawrinka S.,Kubot L.,1,22,121,-99,0.18181818181818182,-1.668526828804107,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Berdych T.,Cilic M.,1,20,13,7,1.5384615384615385,0.4054651081081646,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Chardy J.,Melzer J.,0,34,43,-9,0.7906976744186046,-0.2288415724288475,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Haas T.,Becker B.,1,18,38,-20,0.47368421052631576,-0.719122666963206,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Hanescu V.,Soderling R.,0,27,11,16,2.4545454545454546,0.8472978603872034,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Hewitt L.,Isner J.,1,23,42,-19,0.5476190476190477,-0.5831462853456166,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Kohlschreiber P.,Almagro N.,0,24,29,-5,0.8275862068965517,-0.1823215567939549,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Ljubicic I.,Benneteau J.,1,37,33,4,1.121212121212121,0.1112256351102241,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2009-10-13,Mathieu P.H.,Monfils G.,0,35,14,21,2.5,0.8754687373538999,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
